======================= Problem parameters ======================
           Nx, Ny, Nz           = 32, 32, 32
           Lx, Ly, Lz           = 6.283185, 6.283185, 6.283185
           dx, dy, dz           = 0.196350, 0.196350, 0.196350
           Time stepping method = CONSTANT_CFL_NUM
           CFL_num              = 0.600000
           prow, pcol           = 2, 2
           fileIO               = false
================================================================
Finished X matrices initialization
Finished Y matrices initialization
Finished Z matrices initialization
Finished LU initialization
Finished initialization

  Step |        Time |    Timestep |     Min rho |     Max rho |       Min p |       Max p
    78 |  2.3145e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    79 |  2.3442e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    80 |  2.3738e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    81 |  2.4035e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    82 |  2.4332e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    83 |  2.4628e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    84 |  2.4925e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    85 |  2.5222e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    86 |  2.5519e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    87 |  2.5815e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    88 |  2.6112e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    89 |  2.6409e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    90 |  2.6705e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    91 |  2.7002e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    92 |  2.7299e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    93 |  2.7596e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    94 |  2.7892e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    95 |  2.8189e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    96 |  2.8486e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    97 |  2.8782e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    98 |  2.9079e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
    99 |  2.9376e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   100 |  2.9673e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00

  Step |        Time |    Timestep |     Min rho |     Max rho |       Min p |       Max p
-------|-------------|-------------|-------------|-------------|-------------|------------
   101 |  2.9969e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   102 |  3.0266e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   103 |  3.0563e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   104 |  3.0859e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   105 |  3.1156e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   106 |  3.1453e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   107 |  3.1750e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   108 |  3.2046e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   109 |  3.2343e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   110 |  3.2640e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   111 |  3.2936e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   112 |  3.3233e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   113 |  3.3530e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   114 |  3.3827e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   115 |  3.4123e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   116 |  3.4420e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   117 |  3.4717e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   118 |  3.5013e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   119 |  3.5310e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   120 |  3.5607e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   121 |  3.5904e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   122 |  3.6200e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   123 |  3.6497e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   124 |  3.6794e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   125 |  3.7090e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   126 |  3.7387e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   127 |  3.7684e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   128 |  3.7981e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   129 |  3.8277e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   130 |  3.8574e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   131 |  3.8871e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   132 |  3.9167e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   133 |  3.9464e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   134 |  3.9761e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   135 |  4.0058e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   136 |  4.0354e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   137 |  4.0651e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   138 |  4.0948e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   139 |  4.1244e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   140 |  4.1541e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   141 |  4.1838e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   142 |  4.2135e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   143 |  4.2431e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   144 |  4.2728e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   145 |  4.3025e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   146 |  4.3321e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   147 |  4.3618e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   148 |  4.3915e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   149 |  4.4212e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   150 |  4.4508e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00

  Step |        Time |    Timestep |     Min rho |     Max rho |       Min p |       Max p
-------|-------------|-------------|-------------|-------------|-------------|------------
   151 |  4.4805e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   152 |  4.5102e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   153 |  4.5398e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   154 |  4.5695e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   155 |  4.5992e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   156 |  4.6289e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   157 |  4.6585e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   158 |  4.6882e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   159 |  4.7179e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   160 |  4.7475e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   161 |  4.7772e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   162 |  4.8069e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   163 |  4.8366e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   164 |  4.8662e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   165 |  4.8959e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   166 |  4.9256e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   167 |  4.9552e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   168 |  4.9849e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   169 |  5.0146e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   170 |  5.0443e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   171 |  5.0739e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   172 |  5.1036e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   173 |  5.1333e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   174 |  5.1629e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   175 |  5.1926e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   176 |  5.2223e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   177 |  5.2519e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   178 |  5.2816e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   179 |  5.3113e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   180 |  5.3410e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   181 |  5.3706e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   182 |  5.4003e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   183 |  5.4300e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   184 |  5.4596e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   185 |  5.4893e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   186 |  5.5190e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   187 |  5.5487e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   188 |  5.5783e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   189 |  5.6080e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   190 |  5.6377e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   191 |  5.6673e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   192 |  5.6970e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   193 |  5.7267e-01 |  2.9672e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   194 |  5.7564e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   195 |  5.7860e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   196 |  5.8157e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   197 |  5.8454e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   198 |  5.8750e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   199 |  5.9047e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   200 |  5.9344e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00

  Step |        Time |    Timestep |     Min rho |     Max rho |       Min p |       Max p
-------|-------------|-------------|-------------|-------------|-------------|------------
   201 |  5.9641e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   202 |  5.9937e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   203 |  6.0234e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   204 |  6.0531e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   205 |  6.0827e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   206 |  6.1124e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   207 |  6.1421e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   208 |  6.1718e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
   209 |  6.2014e-01 |  2.9671e-03 |  0.0000e+00 |  0.0000e+00 |  0.0000e+00 |  1.0000e+00
